token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
99926033,Nifty 200,NIFTY 200,,0.000000,1,AMXIDX,NSE,0.000000
99926034,Nifty Div Opps 50,NIFTY DIV OPPS 50,,0.000000,1,AMXIDX,NSE,0.000000
99926035,Nifty Commodities,NIFTY COMMODITIES,,0.000000,1,AMXIDX,NSE,0.000000
99926036,Nifty Consumption,NIFTY CONSUMPTION,,0.000000,1,AMXIDX,NSE,0.000000
99926037,Nifty Fin Service,FINNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926038,Nifty50 Div Point,NIFTY50 DIV POINT,,0.000000,1,AMXIDX,NSE,0.000000
99926030,Nifty Metal,NIFTY METAL,,0.000000,1,AMXIDX,NSE,0.000000
99926031,Nifty Media,NIFTY MEDIA,,0.000000,1,AMXIDX,NSE,0.000000
99926032,NIFTY SMLCAP 100,NIFTY SMLCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926043,Nifty50 TR 2x Lev,NIFTY50 TR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926044,Nifty50 TR 1x Inv,NIFTY50 TR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926045,Nifty50 Value 20,NIFTY50 VALUE 20,,0.000000,1,AMXIDX,NSE,0.000000
99926046,Nifty Mid Liq 15,NIFTY MID LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926047,Nifty Pvt Bank,NIFTY PVT BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926048,NIFTY100 Qualty30,NIFTY100 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926049,Nifty GS 8 13Yr,NIFTY GS 8 13YR,,0.000000,1,AMXIDX,NSE,0.000000
99926040,Nifty100 Liq 15,NIFTY100 LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926041,Nifty CPSE,NIFTY CPSE,,0.000000,1,AMXIDX,NSE,0.000000
99926042,Nifty50 PR 1x Inv,NIFTY50 PR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926053,Nifty GS 11 15Yr,NIFTY GS 11 15YR,,0.000000,1,AMXIDX,NSE,0.000000
99926054,Nifty GS 15YrPlus,NIFTY GS 15YRPLUS,,0.000000,1,AMXIDX,NSE,0.000000
99926055,Nifty GS Compsite,NIFTY GS COMPSITE,,0.000000,1,AMXIDX,NSE,0.000000
99926056,NIFTY50 EQL Wgt,NIFTY50 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926057,NIFTY100 EQL Wgt,NIFTY100 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926058,NIFTY100 LowVol30,NIFTY100 LOWVOL30,,0.000000,1,AMXIDX,NSE,0.000000
99926059,NIFTY Alpha 50,NIFTY ALPHA 50,,0.000000,1,AMXIDX,NSE,0.000000
99926050,Nifty GS 10Yr,NIFTY GS 10YR,,0.000000,1,AMXIDX,NSE,0.000000
99926051,Nifty GS 10Yr Cln,NIFTY GS 10YR CLN,,0.000000,1,AMXIDX,NSE,0.000000
99926052,Nifty GS 4 8Yr,NIFTY GS 4 8YR,,0.000000,1,AMXIDX,NSE,0.000000
99926063,NIFTY MIDSML 400,NIFTY MIDSML 400,,0.000000,1,AMXIDX,NSE,0.000000
99926064,NIFTY200 QUALTY30,NIFTY200 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926060,NIFTY MIDCAP 150,NIFTY MIDCAP 150,,0.000000,1,AMXIDX,NSE,0.000000
99926061,NIFTY SMLCAP 50,NIFTY SMLCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926062,NIFTY SMLCAP 250,NIFTY SMLCAP 250,,0.000000,1,AMXIDX,NSE,0.000000
99926074,NIFTY MID SELECT,MIDCPNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926004,Nifty 500,NIFTY 500,,0.000000,1,AMXIDX,NSE,0.000000
99926008,Nifty IT,NIFTY IT,,0.000000,1,AMXIDX,NSE,0.000000
99926009,Nifty Bank,BANKNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926000,Nifty 50,NIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926001,Nifty GrowSect 15,NIFTY GROWSECT 15,,0.000000,1,AMXIDX,NSE,0.000000
99926002,Nifty50 PR 2x Lev,NIFTY50 PR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926013,Nifty Next 50,NIFTYNXT50,,0.000000,1,AMXIDX,NSE,0.000000
99926014,Nifty Midcap 50,NIFTY MIDCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926016,HangSeng BeES-NAV,HANGSENG BEES-NAV,,0.000000,1,AMXIDX,NSE,0.000000
99926017,India VIX,INDIA VIX,,0.000000,1,AMXIDX,NSE,0.000000
99926018,Nifty Realty,NIFTY REALTY,,0.000000,1,AMXIDX,NSE,0.000000
99926019,Nifty Infra,NIFTY INFRA,,0.000000,1,AMXIDX,NSE,0.000000
99926011,NIFTY MIDCAP 100,NIFTY MIDCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926012,Nifty 100,NIFTY 100,,0.000000,1,AMXIDX,NSE,0.000000
99926023,Nifty Pharma,NIFTY PHARMA,,0.000000,1,AMXIDX,NSE,0.000000
99926024,Nifty PSE,NIFTY PSE,,0.000000,1,AMXIDX,NSE,0.000000
99926025,Nifty PSU Bank,NIFTY PSU BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926026,Nifty Serv Sector,NIFTY SERV SECTOR,,0.000000,1,AMXIDX,NSE,0.000000
99926029,Nifty Auto,NIFTY AUTO,,0.000000,1,AMXIDX,NSE,0.000000
99926020,Nifty Energy,NIFTY ENERGY,,0.000000,1,AMXIDX,NSE,0.000000
99926021,Nifty FMCG,NIFTY FMCG,,0.000000,1,AMXIDX,NSE,0.000000
99926022,Nifty MNC,NIFTY MNC,,0.000000,1,AMXIDX,NSE,0.000000
1,GOLDSTAR-SM,GOLDSTAR,,-1.000000,11250,,NSE,5.000000
1001,94SFL28-YL,94SFL28,,-1.000000,1,,NSE,1.000000
10207,793TS35-SG,793TS35,,-1.000000,100,,NSE,1.000000
10233,765GJ29-SG,765GJ29,,-1.000000,100,,NSE,1.000000
10238,CONFIPET-EQ,CONFIPET,,-1.000000,1,,NSE,1.000000
10261,SGBJUN27-GB,SGBJUN27,,-1.000000,1,,NSE,1.000000
10321,PKTEA-EQ,PKTEA,,-1.000000,1,,NSE,5.000000
10285,AYMSYNTEX-EQ,AYMSYNTEX,,-1.000000,1,,NSE,1.000000
10384,802WB37-SG,802WB37,,-1.000000,100,,NSE,1.000000
10393,801WB41-SG,801WB41,,-1.000000,100,,NSE,1.000000
10330,778ML31-SG,778ML31,,-1.000000,100,,NSE,1.000000
10394,785PN32-SG,785PN32,,-1.000000,100,,NSE,1.000000
10460,78TN32A-SG,78TN32A,,-1.000000,100,,NSE,1.000000
10471,804AP37-SG,804AP37,,-1.000000,100,,NSE,1.000000
10463,782NL32-SG,782NL32,,-1.000000,100,,NSE,1.000000
10435,OSEINTRUST-IV,OSEINTRUST,,-1.000000,25000,,NSE,1.000000
10474,805RJ37-SG,805RJ37,,-1.000000,100,,NSE,1.000000
10480,797RJ42-SG,797RJ42,,-1.000000,100,,NSE,1.000000
10485,RAMRAT-EQ,RAMRAT,,-1.000000,1,,NSE,5.000000
10551,789HP37-SG,789HP37,,-1.000000,100,,NSE,1.000000
10524,694ML25-SG,694ML25,,-1.000000,100,,NSE,1.000000
10540,774MZ33-SG,774MZ33,,-1.000000,100,,NSE,1.000000
10576,NIFTYBEES-EQ,NIFTYBEES,,-1.000000,1,,NSE,1.000000
10610,USASEEDS-SM,USASEEDS,,-1.000000,300,,NSE,5.000000
10693,MOMENTUM-EQ,MOMENTUM,,-1.000000,1,,NSE,1.000000
10648,773GJ32-SG,773GJ32,,-1.000000,100,,NSE,1.000000
1074,655GA30-SG,655GA30,,-1.000000,100,,NSE,1.000000
10782,775PN42-SG,775PN42,,-1.000000,100,,NSE,1.000000
10746,736NTPC25D-NB,736NTPC25D,,-1.000000,1,,NSE,1.000000
10768,OAL-EQ,OAL,,-1.000000,1,,NSE,5.000000
10831,MOVALUINAV-EQ,MOVALUINAV,,-1.000000,1,,NSE,1.000000
10844,77TN42-SG,77TN42,,-1.000000,100,,NSE,1.000000
10793,SYRMA-EQ,SYRMA,,-1.000000,1,,NSE,5.000000
10981,74GS2062-GS,74GS2062,,-1.000000,1,,NSE,1.000000
10985,SABAR-ST,SABAR,,-1.000000,5000,,NSE,5.000000
10898,AMEYA-SM,AMEYA,,-1.000000,1000,,NSE,5.000000
10986,TAPIFRUIT-SM,TAPIFRUIT,,-1.000000,750,,NSE,5.000000
11013,ISHAN-ST,ISHAN,,-1.000000,48000,,NSE,5.000000
11045,SATIA-EQ,SATIA,,-1.000000,1,,NSE,1.000000
1100,GARFIBRES-EQ,GARFIBRES,,-1.000000,1,,NSE,5.000000
11097,758GA37A-SG,758GA37A,,-1.000000,100,,NSE,1.000000
11062,SECURKLOUD-BE,SECURKLOUD,,-1.000000,1,,NSE,1.000000
11082,LIBAS-EQ,LIBAS,,-1.000000,1,,NSE,1.000000
1116,DANGEE-BE,DANGEE,,-1.000000,1,,NSE,1.000000
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,,-1.000000,1,,NSE,1.000000
11211,KANDARP-ST,KANDARP,,-1.000000,2000,,NSE,5.000000
11273,749GJ26-SG,749GJ26,,-1.000000,100,,NSE,1.000000
11285,764MH32-SG,764MH32,,-1.000000,100,,NSE,1.000000
11256,JAIBALAJI-EQ,JAIBALAJI,,-1.000000,1,,NSE,1.000000
11262,IGL-EQ,IGL,,-1.000000,1,,NSE,1.000000
11309,BALAXI-EQ,BALAXI,,-1.000000,1,,NSE,1.000000
11335,93SCFL25-Z1,93SCFL25,,-1.000000,1,,NSE,1.000000
11339,894SCL25-Z3,894SCL25,,-1.000000,1,,NSE,1.000000
11415,783TS36-SG,783TS36,,-1.000000,100,,NSE,1.000000
11412,782AP35-SG,782AP35,,-1.000000,100,,NSE,1.000000
11351,PETRONET-EQ,PETRONET,,-1.000000,1,,NSE,5.000000
11352,955SCL27-Z5,955SCL27,,-1.000000,1,,NSE,1.000000
11439,BANKBEES-EQ,BANKBEES,,-1.000000,1,,NSE,1.000000
11441,LICNETFSEN-EQ,LICNETFSEN,,-1.000000,1,,NSE,1.000000
11445,PILANIINVS-EQ,PILANIINVS,,-1.000000,1,,NSE,10.000000
11435,SPANDANA-EQ,SPANDANA,,-1.000000,1,,NSE,5.000000
11506,781GJ32-SG,781GJ32,,-1.000000,100,,NSE,1.000000
11507,783HR32-SG,783HR32,,-1.000000,100,,NSE,1.000000
11496,AMBICAAGAR-EQ,AMBICAAGAR,,-1.000000,1,,NSE,1.000000
11483,LT-EQ,LT,,-1.000000,1,,NSE,10.000000
11618,ASTRAMICRO-EQ,ASTRAMICRO,,-1.000000,1,,NSE,5.000000
1153,GLAXO-EQ,GLAXO,,-1.000000,1,,NSE,10.000000
11674,747GJ25-SG,747GJ25,,-1.000000,100,,NSE,1.000000
11669,79NHIT47-N3,79NHIT47,,-1.000000,1,,NSE,1.000000
11697,791UP37-SG,791UP37,,-1.000000,100,,NSE,1.000000
11698,793WB37-SG,793WB37,,-1.000000,100,,NSE,1.000000
11723,JSWSTEEL-EQ,JSWSTEEL,,-1.000000,1,,NSE,10.000000
11699,PATELENG-EQ,PATELENG,,-1.000000,1,,NSE,1.000000
11764,782AS32A-SG,782AS32A,,-1.000000,100,,NSE,1.000000
11765,782RJ32-SG,782RJ32,,-1.000000,100,,NSE,1.000000
11730,728IRFC30-NG,728IRFC30,,-1.000000,1,,NSE,1.000000
11731,CONSOFINVT-EQ,CONSOFINVT,,-1.000000,1,,NSE,1.000000
11779,ACEINTEG-EQ,ACEINTEG,,-1.000000,1,,NSE,1.000000
11829,SSWL-EQ,SSWL,,-1.000000,1,,NSE,1.000000
11883,JSWHL-BE,JSWHL,,-1.000000,1,,NSE,500.000000
11843,955SCL27A-ZJ,955SCL27A,,-1.000000,1,,NSE,1.000000
11892,VHL-EQ,VHL,,-1.000000,1,,NSE,10.000000
11952,739NHAI26-N8,739NHAI26,,-1.000000,1,,NSE,1.000000
11903,IPSL-SM,IPSL,,-1.000000,500,,NSE,5.000000
12000,FAZE3Q-EQ,FAZE3Q,,-1.000000,1,,NSE,5.000000
11966,BIKAJI-EQ,BIKAJI,,-1.000000,1,,NSE,5.000000
11971,GOLDIAM-EQ,GOLDIAM,,-1.000000,1,,NSE,5.000000
12041,UTIDMP35P1-MF,UTIDMP35P1,,-1.000000,1,,NSE,1.000000
12101,HDFCNIFIT-EQ,HDFCNIFIT,,-1.000000,1,,NSE,1.000000
12303,77HR34-SG,77HR34,,-1.000000,100,,NSE,1.000000
12345,763TN47-SG,763TN47,,-1.000000,100,,NSE,1.000000
1246,664AS30-SG,664AS30,,-1.000000,100,,NSE,1.000000
12456,CAGL25A-N4,CAGL25A,,-1.000000,1,,NSE,1.000000
12533,AAATECH-EQ,AAATECH,,-1.000000,1,,NSE,1.000000
12716,TEAMLEASE-EQ,TEAMLEASE,,-1.000000,1,,NSE,10.000000
13051,753TS47-SG,753TS47,,-1.000000,100,,NSE,1.000000
13113,758BR32-SG,758BR32,,-1.000000,100,,NSE,1.000000
13124,755GA32-SG,755GA32,,-1.000000,100,,NSE,1.000000
13121,KERNEX-EQ,KERNEX,,-1.000000,1,,NSE,5.000000
13194,741GS2036-GS,741GS2036,,-1.000000,1,,NSE,1.000000
13234,ABSLFTUBRG-MF,ABSLFTUBRG,,-1.000000,1,,NSE,1.000000
13369,757GJ31-SG,757GJ31,,-1.000000,100,,NSE,1.000000
13298,VISASTEEL-BE,VISASTEEL,,-1.000000,1,,NSE,1.000000
13393,769TN37-SG,769TN37,,-1.000000,100,,NSE,1.000000
1338,SDBL-EQ,SDBL,,-1.000000,1,,NSE,1.000000
13463,PIONEEREMB-EQ,PIONEEREMB,,-1.000000,1,,NSE,1.000000
13511,MUNJALAU-EQ,MUNJALAU,,-1.000000,1,,NSE,1.000000
1353,AMJUMBO-SM,AMJUMBO,,-1.000000,8000,,NSE,5.000000
13572,MANUGRAPH-EQ,MANUGRAPH,,-1.000000,1,,NSE,1.000000
13642,SGBDE30III-GB,SGBDE30III,,-1.000000,1,,NSE,1.000000
1360,HIMATSEIDE-EQ,HIMATSEIDE,,-1.000000,1,,NSE,1.000000
13643,ELECON-EQ,ELECON,,-1.000000,1,,NSE,5.000000
13721,759TS40-SG,759TS40,,-1.000000,100,,NSE,1.000000
13723,JHS-BE,JHS,,-1.000000,1,,NSE,1.000000
13648,TALBROAUTO-EQ,TALBROAUTO,,-1.000000,1,,NSE,5.000000
13772,757TS31-SG,757TS31,,-1.000000,100,,NSE,1.000000
13779,755JK38-SG,755JK38,,-1.000000,100,,NSE,1.000000
13775,AARVEEDEN-BE,AARVEEDEN,,-1.000000,1,,NSE,1.000000
13859,VENUSREM-EQ,VENUSREM,,-1.000000,1,,NSE,5.000000
13816,LTFOODS-EQ,LTFOODS,,-1.000000,1,,NSE,5.000000
1383,855IREDA34-N3,855IREDA34,,-1.000000,1,,NSE,1.000000
1386,674TS50-SG,674TS50,,-1.000000,100,,NSE,1.000000
13916,763GJ32-SG,763GJ32,,-1.000000,100,,NSE,1.000000
13896,77HP36-SG,77HP36,,-1.000000,100,,NSE,1.000000
13925,NFL-EQ,NFL,,-1.000000,1,,NSE,1.000000
1393,880IREDA34-N6,880IREDA34,,-1.000000,1,,NSE,1.000000
13947,UTIRFP35P3-MF,UTIRFP35P3,,-1.000000,1,,NSE,1.000000
13943,UTIDQP35P3-MF,UTIDQP35P3,,-1.000000,1,,NSE,1.000000
13973,772UP36-SG,772UP36,,-1.000000,100,,NSE,1.000000
13965,767MP33-SG,767MP33,,-1.000000,100,,NSE,1.000000
14038,985SFIL28-NO,985SFIL28,,-1.000000,1,,NSE,1.000000
13948,UTIRGR35P3-MF,UTIRGR35P3,,-1.000000,1,,NSE,1.000000
14097,764TS33-SG,764TS33,,-1.000000,100,,NSE,1.000000
14052,GRCL-SM,GRCL,,-1.000000,250,,NSE,5.000000
14063,WANBURY-EQ,WANBURY,,-1.000000,1,,NSE,1.000000
14117,755TN53-SG,755TN53,,-1.000000,100,,NSE,1.000000
14109,764UP36-SG,764UP36,,-1.000000,100,,NSE,1.000000
14098,766BR33-SG,766BR33,,-1.000000,100,,NSE,1.000000
14178,IZMO-BE,IZMO,,-1.000000,1,,NSE,5.000000
14172,SHERA-SM,SHERA,,-1.000000,1000,,NSE,5.000000
14276,759HP38-SG,759HP38,,-1.000000,100,,NSE,1.000000
1425,662AS30-SG,662AS30,,-1.000000,100,,NSE,1.000000
14222,CTE-BE,CTE,,-1.000000,1,,NSE,1.000000
14228,IMC1-N3,IMC1,,-1.000000,1,,NSE,1.000000
14339,GANESHHOUC-EQ,GANESHHOUC,,-1.000000,1,,NSE,10.000000
14304,FSL-EQ,FSL,,-1.000000,1,,NSE,5.000000
14330,HDFC2638RD-MF,HDFC2638RD,,-1.000000,1,,NSE,1.000000
14332,HDFC2638RQ-MF,HDFC2638RQ,,-1.000000,1,,NSE,1.000000
14369,773HR32-SG,773HR32,,-1.000000,100,,NSE,1.000000
14379,776MN35-SG,776MN35,,-1.000000,100,,NSE,1.000000
14401,UTIRPP36P1-MF,UTIRPP36P1,,-1.000000,1,,NSE,1.000000
14424,77MH31-SG,77MH31,,-1.000000,100,,NSE,1.000000
14411,SRIVASAVI-SM,SRIVASAVI,,-1.000000,1000,,NSE,5.000000
14553,772GJ35-SG,772GJ35,,-1.000000,100,,NSE,1.000000
14490,NCLIND-EQ,NCLIND,,-1.000000,1,,NSE,1.000000
14522,739NHAI31A-ND,739NHAI31A,,-1.000000,1,,NSE,1.000000
14501,BALAMINES-EQ,BALAMINES,,-1.000000,1,,NSE,10.000000
14607,TGBHOTELS-EQ,TGBHOTELS,,-1.000000,1,,NSE,1.000000
14602,WEBELSOLAR-EQ,WEBELSOLAR,,-1.000000,1,,NSE,10.000000
14638,772HR32-SG,772HR32,,-1.000000,100,,NSE,1.000000
14641,776HP33-SG,776HP33,,-1.000000,100,,NSE,1.000000
14663,774RJ49-SG,774RJ49,,-1.000000,100,,NSE,1.000000
14755,041NSETEST-EQ,041NSETEST,,-1.000000,1,,NSE,5.000000
14710,1015SCL28A-AL,1015SCL28A,,-1.000000,1,,NSE,1.000000
14781,141NSETEST-EQ,141NSETEST,,-1.000000,1,,NSE,5.000000
14757,WINSOME-BZ,WINSOME,,-1.000000,1,,NSE,1.000000
14771,TARMAT-EQ,TARMAT,,-1.000000,1,,NSE,1.000000
14822,775SK33-SG,775SK33,,-1.000000,100,,NSE,1.000000
1482,IFBAGRO-EQ,IFBAGRO,,-1.000000,1,,NSE,5.000000
14802,ABSLFTUJRG-MF,ABSLFTUJRG,,-1.000000,1,,NSE,1.000000
14804,ABSLFTUJRN-MF,ABSLFTUJRN,,-1.000000,1,,NSE,1.000000
14937,CIEINDIA-EQ,CIEINDIA,,-1.000000,1,,NSE,5.000000
1485,IFBIND-EQ,IFBIND,,-1.000000,1,,NSE,10.000000
14853,OMAXE-EQ,OMAXE,,-1.000000,1,,NSE,1.000000
14942,NAGREEKCAP-EQ,NAGREEKCAP,,-1.000000,1,,NSE,1.000000
15018,MAANALU-BE,MAANALU,,-1.000000,1,,NSE,1.000000
15050,717GS2030-GS,717GS2030,,-1.000000,1,,NSE,1.000000
15083,ADANIPORTS-EQ,ADANIPORTS,,-1.000000,1,,NSE,10.000000
15121,SVLL-EQ,SVLL,,-1.000000,1,,NSE,5.000000
1516,654GA30A-SG,654GA30A,,-1.000000,100,,NSE,1.000000
15235,98SFIL26-NU,98SFIL26,,-1.000000,1,,NSE,1.000000
15251,866SFIL23A-NY,866SFIL23A,,-1.000000,1,,NSE,1.000000
15267,747AP37-SG,747AP37,,-1.000000,100,,NSE,1.000000
15309,745RJ33-SG,745RJ33,,-1.000000,100,,NSE,1.000000
15323,746WB46-SG,746WB46,,-1.000000,100,,NSE,1.000000
15315,749MN35-SG,749MN35,,-1.000000,100,,NSE,1.000000
15332,NMDC-EQ,NMDC,,-1.000000,1,,NSE,1.000000
15356,GOLDETFADD-EQ,GOLDETFADD,,-1.000000,1,,NSE,1.000000
15360,NAHARCAP-EQ,NAHARCAP,,-1.000000,1,,NSE,5.000000
15414,TITAGARH-EQ,TITAGARH,,-1.000000,1,,NSE,5.000000
15406,PDMJEPAPER-BE,PDMJEPAPER,,-1.000000,1,,NSE,1.000000
15638,AVG-BE,AVG,,-1.000000,1,,NSE,1.000000
15649,ATALREAL-EQ,ATALREAL,,-1.000000,1,,NSE,1.000000
16029,732TN33-SG,732TN33,,-1.000000,100,,NSE,1.000000
16019,734AS33-SG,734AS33,,-1.000000,100,,NSE,1.000000
16062,734RJ33-SG,734RJ33,,-1.000000,100,,NSE,1.000000
16192,PAVNAIND-EQ,PAVNAIND,,-1.000000,1,,NSE,5.000000
164,68AS30-SG,68AS30,,-1.000000,100,,NSE,1.000000
16346,736RJ33-SG,736RJ33,,-1.000000,100,,NSE,1.000000
16227,732MH32-SG,732MH32,,-1.000000,100,,NSE,1.000000
1624,IOC-EQ,IOC,,-1.000000,1,,NSE,1.000000
16653,733AP42-SG,733AP42,,-1.000000,100,,NSE,1.000000
1645,66AS30A-SG,66AS30A,,-1.000000,100,,NSE,1.000000
16589,VAISHALI-EQ,VAISHALI,,-1.000000,1,,NSE,1.000000
16656,729TN53-SG,729TN53,,-1.000000,100,,NSE,1.000000
16719,ALMONDZ-EQ,ALMONDZ,,-1.000000,1,,NSE,1.000000
16777,SILVRETF-EQ,SILVRETF,,-1.000000,1,,NSE,1.000000
1681,IVP-EQ,IVP,,-1.000000,1,,NSE,1.000000
16935,735AP40-SG,735AP40,,-1.000000,100,,NSE,1.000000
16934,736MZ38-SG,736MZ38,,-1.000000,100,,NSE,1.000000
16894,TCHF30-NB,TCHF30,,-1.000000,1,,NSE,1.000000
1695,662UP30-SG,662UP30,,-1.000000,100,,NSE,1.000000
16976,742CG31-SG,742CG31,,-1.000000,100,,NSE,1.000000
16994,74TS45-SG,74TS45,,-1.000000,100,,NSE,1.000000
17118,745HP33-SG,745HP33,,-1.000000,100,,NSE,1.000000
17094,CROMPTON-EQ,CROMPTON,,-1.000000,1,,NSE,5.000000
17152,MIDCAPIETF-EQ,MIDCAPIETF,,-1.000000,1,,NSE,1.000000
17145,AARTECH-EQ,AARTECH,,-1.000000,1,,NSE,1.000000
1730,664PY32-SG,664PY32,,-1.000000,100,,NSE,1.000000
1733,662KA32A-SG,662KA32A,,-1.000000,100,,NSE,1.000000
17197,PAKKA-EQ,PAKKA,,-1.000000,1,,NSE,1.000000
17345,1025NFL25-N5,1025NFL25,,-1.000000,1,,NSE,1.000000
17520,RTNPOWER-EQ,RTNPOWER,,-1.000000,1,,NSE,1.000000
17399,SERVICE-SM,SERVICE,,-1.000000,2000,,NSE,5.000000
17486,EXPLEOSOL-EQ,EXPLEOSOL,,-1.000000,1,,NSE,5.000000
17572,LIQUID-EQ,LIQUID,,-1.000000,1,,NSE,1.000000
17534,MGL-EQ,MGL,,-1.000000,1,,NSE,10.000000
1756,JINDALPOLY-EQ,JINDALPOLY,,-1.000000,1,,NSE,5.000000
17613,SENSEXADD-EQ,SENSEXADD,,-1.000000,1,,NSE,1.000000
17668,745AP40A-SG,745AP40A,,-1.000000,100,,NSE,1.000000
17669,744AP43-SG,744AP43,,-1.000000,100,,NSE,1.000000
17651,POKARNA-EQ,POKARNA,,-1.000000,1,,NSE,5.000000
1767,890NHB34-N7,890NHB34,,-1.000000,1,,NSE,1.000000
17795,TREL-EQ,TREL,,-1.000000,1,,NSE,1.000000
17875,GODREJPROP-EQ,GODREJPROP,,-1.000000,1,,NSE,10.000000
17851,DLINKINDIA-EQ,DLINKINDIA,,-1.000000,1,,NSE,5.000000
17971,SBICARD-EQ,SBICARD,,-1.000000,1,,NSE,5.000000
17898,VINSYS-SM,VINSYS,,-1.000000,500,,NSE,5.000000
17999,UNITEDTEA-EQ,UNITEDTEA,,-1.000000,1,,NSE,5.000000
17985,PGIMCSA1G-MF,PGIMCSA1G,,-1.000000,1,,NSE,1.000000
17998,PGIMCSR4D-MF,PGIMCSR4D,,-1.000000,1,,NSE,1.000000
18051,YUDIZ-ST,YUDIZ,,-1.000000,800,,NSE,5.000000
18056,SSFL-SM,SSFL,,-1.000000,500,,NSE,5.000000
18049,MINDTECK-EQ,MINDTECK,,-1.000000,1,,NSE,1.000000
18062,BPF02D5R-MF,BPF02D5R,,-1.000000,1,,NSE,1.000000
18085,75UP35-SG,75UP35,,-1.000000,100,,NSE,1.000000
18080,75BR31-SG,75BR31,,-1.000000,100,,NSE,1.000000
18083,752PN35-SG,752PN35,,-1.000000,100,,NSE,1.000000
18066,BPF02IMR-MF,BPF02IMR,,-1.000000,1,,NSE,1.000000
1811,KAKATCEM-EQ,KAKATCEM,,-1.000000,1,,NSE,1.000000
18119,SRGHFL-EQ,SRGHFL,,-1.000000,1,,NSE,5.000000
18203,747AS28-SG,747AS28,,-1.000000,100,,NSE,1.000000
18250,PYRAMID-EQ,PYRAMID,,-1.000000,1,,NSE,1.000000
1000,656MH32-SG,656MH32,,-1.000000,100,,NSE,1.000000
1012,676MP40-SG,676MP40,,-1.000000,100,,NSE,1.000000
1011,SCHAEFFLER-EQ,SCHAEFFLER,,-1.000000,1,,NSE,10.000000
10097,GUJRAFFIA-BE,GUJRAFFIA,,-1.000000,1,,NSE,1.000000
1018,68TS50-SG,68TS50,,-1.000000,100,,NSE,1.000000
10214,795AP38-SG,795AP38,,-1.000000,100,,NSE,1.000000
10216,795AP40-SG,795AP40,,-1.000000,100,,NSE,1.000000
10198,785MP32-SG,785MP32,,-1.000000,100,,NSE,1.000000
10257,792AP42A-SG,792AP42A,,-1.000000,100,,NSE,1.000000
10276,KAYA-EQ,KAYA,,-1.000000,1,,NSE,5.000000
10338,787TN33-SG,787TN33,,-1.000000,100,,NSE,1.000000
10331,781HR32A-SG,781HR32A,,-1.000000,100,,NSE,1.000000
10332,79HR34-SG,79HR34,,-1.000000,100,,NSE,1.000000
10343,RADHIKAJWE-EQ,RADHIKAJWE,,-1.000000,1,,NSE,1.000000
10374,802MZ36-SG,802MZ36,,-1.000000,100,,NSE,1.000000
10415,MUTHOOTCAP-EQ,MUTHOOTCAP,,-1.000000,1,,NSE,5.000000
10511,UTINIFTETF-EQ,UTINIFTETF,,-1.000000,1,,NSE,1.000000
10470,782SK32-SG,782SK32,,-1.000000,100,,NSE,1.000000
1054,515GS2025-GS,515GS2025,,-1.000000,1,,NSE,1.000000
10531,761GJ32-SG,761GJ32,,-1.000000,100,,NSE,1.000000
10633,HDFCNIF100-EQ,HDFCNIF100,,-1.000000,1,,NSE,1.000000
10639,797AP36-SG,797AP36,,-1.000000,100,,NSE,1.000000
10637,OLECTRA-EQ,OLECTRA,,-1.000000,1,,NSE,10.000000
10690,NIFTYQLITY-EQ,NIFTYQLITY,,-1.000000,1,,NSE,1.000000
10710,VEEKAYEM-SM,VEEKAYEM,,-1.000000,500,,NSE,5.000000
10784,774TS46-SG,774TS46,,-1.000000,100,,NSE,1.000000
10783,774TS45-SG,774TS45,,-1.000000,100,,NSE,1.000000
10757,HIGHWAYS-IV,HIGHWAYS,,-1.000000,25000,,NSE,1.000000
10755,APTECHT-EQ,APTECHT,,-1.000000,1,,NSE,1.000000
10847,771AP39-SG,771AP39,,-1.000000,100,,NSE,1.000000
10841,HDFC1406RD-MF,HDFC1406RD,,-1.000000,1,,NSE,1.000000
11072,AGRITECH-EQ,AGRITECH,,-1.000000,1,,NSE,1.000000
